Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Junior Data Scientist,BNP Paribas,Singapore,SGD 84K - SGD 144K (Glassdoor est.),"Strong understanding of artificial intelligence and data science concepts, including natural language processing and machine learning.&hellip;
      
        Skills: Data analysis skills, Research, Information security, SQL, Analysis skills",24h
Data Scientist- #AIDA,Singtel,Singapore,,"Bachelor or Postgraduate degree in computer science, mathematics, statistics, or a related field, with at least 1 years of relevant working experience.&hellip;
      
        Skills: Power BI, Spark, Data analysis skills, SQL, Machine learning",30d+
"Data Scientist, APAC",Zurich Insurance,Singapore,SGD 109K - SGD 120K (Glassdoor est.),"Minimum 2 years’ hands-on experience in unstructured data, including natural language processing, images recognition, OCR, voice to text etc.&hellip;
      
        Skills: Azure, Machine learning, Natural language processing, APIs, Financial services",30d+
Data Scientist,Silent Eight,Singapore,SGD 120K (Glassdoor est.),"We're building AI-native tools that harness the power of large language models (LLMs) to help customers solve high-impact, real-world problems in financial…&hellip;
      
        Skills: Spark, Git, SQL, Analysis skills, Docker",2d
"Senior Data Scientist, GTM Analytics",Airwallex,Singapore,SGD 155K - SGD 200K (Glassdoor est.),"5+ years of industry experience and an advanced degree (MS or PhD) in a quantitative field (e.g., Statistics, Computer Science, Engineering, Economics, or a…&hellip;
      
        Skills: CRM software, R, SQL, Analysis skills, Forecasting",30d+
Gen AI Data Scientist,Income Insurance Limited,Singapore,SGD 83K - SGD 101K (Glassdoor est.),"Collaborate with other data engineers, analysts, data scientists, product specialists, and stakeholders to build well-crafted, pragmatic, and robust solutions…&hellip;
      
        Skills: Spark, SQL, AWS, Telecommunication, APIs",30d+
"Senior Data Scientist, Risk (Risk Strategy)",OKG,Singapore,SGD 102K - SGD 139K (Glassdoor est.),"Identify complex fraud patterns and their technical root causes through detailed data mining and analysis, including identification of sophisticated fraud…&hellip;
      
        Skills: Writing skills, R, SQL, Analysis skills, Project management",30d+
"Staff Data Scientist, Analytics (Product)",Airwallex,Singapore,SGD 155K - SGD 200K (Glassdoor est.),"Minimum 6 years of industry experience and a degree in a quantitative field. Apply technical expertise with quantitative analysis, experimentation, data mining,…&hellip;
      
        Skills: Data mining, R, SQL, Forecasting, Financial services",30d+
"Staff Data Scientist, Sales Analytics",Airwallex,Singapore,SGD 155K - SGD 200K (Glassdoor est.),"7+ years of industry experience and an advanced degree (MS or PhD) in a quantitative field (e.g., Statistics, Computer Science, Engineering, Economics, or a…&hellip;
      
        Skills: CRM software, R, SQL, Analysis skills, Forecasting",30d+
Lead Data Scientist – Financial Crime,Mastercard,Singapore,SGD 83K - SGD 114K (Glassdoor est.),"Streaming and real time data processing. Development of custom data visualisations and analytical prototypes. Support customers across Asia Pacific by providing…&hellip;
      
        Skills: Machine learning, Fraud prevention and detection, Python",14d
Data Scientist - Data Acquisition,TikTok,Singapore,SGD 100K - SGD 138K (Glassdoor est.),"However, the current cost of data labeling is excessively high. The success of TikTok's data business model hinges on the supply of a large volume of high…&hellip;
      
        Skills: SQL, Machine learning, Quality control, Python",30d+
Junior Data Analyst/Scientist,Centre for Applied Data Analytics Research,Australia,,"Experienced in data-driven analytics hands-on experience with deep know-how of predictive modeling, machine learning and data mining, and relevant modeling…&hellip;
      
        Skills: Statistics, SAS, SQL, Scripting, Software development",30d+
Artificial Intelligence Developer / Data Scientist,Human Pixel,Ballarat,A$111K - A$140K (Glassdoor est.),"Develop and implement machine learning algorithms and models to drive data insights. Bachelor’s or Master’s degree in Computer Science, Data Science, Artificial…&hellip;
      
        Skills: Azure, Data analysis skills, Google Cloud Platform, AWS, Machine learning",30d+
Data Scientist,IntelliSense.io,Brisbane,A$104K - A$150K (Glassdoor est.),"Has 3+ years’ relevant experience or a PhD in a related field. We welcome applications from both mid-level and senior professionals; however, due to the…&hellip;",28d
Data Scientist,Western Australia Police Force,Perth,A$105K - A$115K (Employer provided),"Developing advanced data analytics practices. Developing solutions to highly complex problems requiring an understanding of data science techniques.&hellip;
      
        Skills: Analysis skills",6d
Data Scientist,Pyramid Global Technologies,Perth,A$78K - A$135K (Glassdoor est.),"Exposure in Developing data science projects which includes scoping, building, testing, implementation, maintenance, tracking and optimisation of models.&hellip;
      
        Skills: SQL, AWS, SVN, Machine learning, Deep learning",30d+
Data Scientist,Shift,Sydney,A$128K - A$158K (Glassdoor est.),"Work with diverse data sources (e.g. bank statements, credit bureaux, OCR) and ensure data integrity. Advanced data wrangling, working with complex and…&hellip;
      
        Skills: Statistics, SQL, Financial services, Communication skills",30d+
Data Scientist,HESTA,Melbourne,A$100K - A$135K (Glassdoor est.),"Tertiary qualification in statistics, mathematics, computer science, or related quantitative field. Your health and wellbeing matters, free annual flu shots and…&hellip;
      
        Skills: CI/CD, Financial planning, Azure, Deployment, Git",19d
Data Scientist,DoorDash,Melbourne,A$113K - A$190K (Glassdoor est.),"2+ years of experience in data analytics, consulting, or related quantitative role. Use quantitative analysis and the presentation of data to see beyond the…&hellip;
      
        Skills: SQL, Analytics",30d+
Data Scientist,Bupa,Melbourne,,"We take care of your health insurance with partially subsidised Bupa cover. Big discounts on travel, car, home, dental, optical & more.&hellip;
      
        Skills: Power BI, SAS, Tableau, SQL, Machine learning",30d+
"Senior Data Scientist, Trust",Linktree,Remote,,"Bachelor’s Degree in a quantitative field (Mathematics, Statistics, Computer Science, Physics, Economics, or related); an advanced degree (MS/PhD) is a strong…&hellip;
      
        Skills: Power BI, Tableau, SQL, Machine learning, Communication skills",30d+
Data Scientist,Virgin Australia,Sydney,A$111K - A$153K (Glassdoor est.),"Translate complex analyses into clear, actionable insights using effective data visualisation and storytelling for both technical and non technical audiences.&hellip;
      
        Skills: Data modelling, SQL, AWS, Machine learning, AI",22d
Research Officer - Computational Neuroscience and Data Scientist,The Florey Institute of Neuroscience and Mental Health,Australia,A$95K - A$102K (Employer provided),"PhD (or equivalent) in computational neuroscience, data science, biomedical engineering, computer science, neuroscience, or a related quantitative discipline.&hellip;
      
        Skills: MATLAB, Research, Machine learning",22d
DATA SCIENTIST,HBF,Melbourne,A$89K - A$100K (Glassdoor est.),"Access to corporate discounts across a range of gyms, retail, restaurants and hotels. You have spent at least 5 years working in hands on data, analytics or…&hellip;
      
        Skills: Power BI, Barista experience, Tableau, SQL, Analytics",24h
Data Scientist,RPMGlobal,Brisbane,A$78K - A$164K (Glassdoor est.),"Experience in data engineering or building data platforms. This role is ideal for someone who enjoys working across both data science and data engineering…&hellip;
      
        Skills: CI/CD, Azure, DevOps, Microsoft SQL Server, Application development",7d
"Lead, Measurement (Mathematician/Data Scientist/Statistician/Researcher)",NSW Government,Sydney,A$150K - A$173K (Employer provided),"A current NSW Working with Children Check (WWCC) clearance for paid employment is required before commencing in this role. Proficiency in TAM, dplyr and SQL.&hellip;
      
        Skills: Azure, Git, Research, SQL, AWS",14d
Data Scientist,Sportsbet,Melbourne,A$139K - A$176K (Glassdoor est.),"As a part of cross-functional teams, you will work with technical, commercial and risk & compliance stakeholders to deliver sustainable data science products.&hellip;
      
        Skills: AI",12d
Machine Learning Engineer / Data Scientist,The Argyle Network,Sydney,A$150K (Employer provided),"Experience working with financial, registry, or market data. Build smart systems – develop models for anomaly detection, forecasting, and data quality…&hellip;
      
        Skills: SQL, AWS, Terrafrom, S3, Redshift",30d+
Data Scientist,InfoTrack,Brisbane,A$78K - A$164K (Glassdoor est.),"Experience with data visualisation tools such as Tableau, Power BI, or equivalent. Solid understanding of data warehouses, dimensional data models, and data…&hellip;
      
        Skills: Power BI, Data modelling, Tableau, SQL, Analysis skills",25d
Data Scientist and Modelling,NobleOak,Sydney,A$97K - A$140K (Glassdoor est.),"Experience building automated, production-grade data pipelines with orchestration, data quality and governance controls.&hellip;
      
        Skills: Power BI, Data modelling, SQL, Financial services, Analytics",24h
Junior Developer Data Science and Analytics,Macquarie Group,Sydney,A$150K - A$180K (Glassdoor est.),"2 days of paid volunteer leave and donation matching. You will use your knowledge of Python, SQL and various other technologies to help our business grow by…&hellip;
      
        Skills: SQL, Communication skills",30d+
Data Scientist,Lumi,Sydney,A$120K - A$150K (Glassdoor est.),"Bachelor’s degree with Honours (Masters or PhD highly preferred) in statistics, mathematics, econometrics, or a related quantitative field, or equivalent…&hellip;
      
        Skills: Git, Google Cloud Platform, Tableau, SQL, AWS",21d
Data Scientist,XO Sports,Melbourne,A$85K - A$140K (Employer provided),"Azure Data Factory: 2 years (Required). Machine learning: 2 years (Required). Our platform is powered by Azure cloud, leveraging a broad range of data services…&hellip;
      
        Skills: Jira, Statistics, Azure, Deployment, Machine learning",21d
"Senior Data Scientist, Algorithm (Relo to SF)",Airwallex,Sydney,A$200K - A$250K (Employer provided),"Expert in data querying languages (e.g. SQL), scripting languages (e.g. Python), experience in schema design and dimensional data modeling a plus.&hellip;
      
        Skills: Investment, Data modelling, Salesforce, SQL, Machine learning",30d+
Lead Data Scientist,Macquarie Group,Sydney,A$150K - A$180K (Glassdoor est.),"You will also support the development of junior data scientists to enhance team capability. Proven track record of mentoring and growing junior data scientists…&hellip;
      
        Skills: CI/CD, Azure, Git, Google Cloud Platform, SQL",26d
Senior Data Scientist,NSW Department of Health,St Leonards,A$129K - A$143K (Employer provided),"As a Senior Data Scientist, you will be able to enhance your skills in data science through using a range of statistical analysis methods, tools and techniques…&hellip;
      
        Skills: Data modelling, Communication skills, Analytics",24h
Senior Data Scientist,Virgin Australia,Sydney,A$111K - A$153K (Glassdoor est.),"Translate complex analyses into clear, actionable insights using effective data visualisation and storytelling for both technical and non technical audiences.&hellip;
      
        Skills: Statistics, SQL, AWS, Machine learning, AI",22d
Senior Data Scientist,Ausgrid,Haymarket,A$190K (Employer provided),"Bachelor’s degree in Computer Science, Software Engineering or a related discipline. Proven experience working with Azure and largescale, cloudbased data…&hellip;
      
        Skills: CI/CD, Data modelling, Azure, Git, SQL",25d
Senior Data Scientist,Omnicom Media Group,Melbourne,A$150K - A$175K (Glassdoor est.),"Agency perks, early finish Fridays, culture club, breakfast, health and wellbeing initiatives. This role will also provide the opportunity to develop new…&hellip;
      
        Skills: Data modelling, Tableau, Databases, SQL, AWS",30d+
AI Prompt Engineer,SpinTel,Sydney,A$70K - A$140K (Employer provided),"Experience working with large datasets and data analysis tools. Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, Mathematics,…&hellip;
      
        Skills: Bilingual, Multilingual, Data analysis skills, SQL, Analysis skills",26d
"Data, AI, and Machine Learning | Multiple Opportunities Available",Deloitte,Sydney,A$79K - A$100K (Glassdoor est.),"To support your personal and professional life, we offer a range of perks and benefits, including retail discounts, wellbeing leave, paid volunteering days,…&hellip;
      
        Skills: Data modelling, Azure, Databases, SQL, AWS",30d+
"Business Analyst - Lease Administration, Amazon Web Services",Amazon,"Seattle, WA",$80K - $98K (Employer provided),"Ability to troubleshoot basic technical issues. This role will work with team leadership to support global governance initiatives, coordinate stakeholder…&hellip;
      
        Skills: Power BI, Relational databases, Yardi, Tableau, SQL",30d+
ICQA Data Analyst,Amazon,"Avenel, NJ",$25.00 Per Hour (Employer provided),"Responsible for teaching leadership team how to interpret data trends as needed. Starting Day 1 of employment, Amazon offers EAP, Mental Health Support, Medical…&hellip;
      
        Skills: Microsoft Outlook, Data mining, Process improvement, Research, SOX",11d
"Business Analyst II, SWA Data & Analytics",Amazon,"Bellevue, WA",$83K - $130K (Employer provided),"As this position involves regular interaction both technical and non-technical leaders from the peer to VP level, you need to be comfortable communicating at…&hellip;
      
        Skills: Supply chain, Tableau, Financial analysis, SQL, Analysis skills",5d
"Data Analyst, OSD",Chicago Public Schools,"Chicago, IL",$54K - $78K (Employer provided),"Minimum of two (2) years of professional experience in a relevant field and a role requiring data analysis skills, including experience writing code with data…&hellip;
      
        Skills: Statistics, SAS, Writing skills, R, Business analysis",30d+
Data Analyst - Mid-Career,Lockheed Martin,"Liverpool, NY",$86K - $151K (Employer provided),"You possess technical proficiency with tools, embrace a continuous learning mindset, communicate effectively, are able to collaborate with others, and are…&hellip;
      
        Skills: Jira, SAP, Alteryx, Tableau, SQL",6d
ANALYST II,State of California State Personnel Board,"Orange, CA",$6K - $8K (Employer provided),"Reviews, analyzes, tracks, and monitors proposed legislation and advises management on the impact; conducts policy analysis and make recommendations to…&hellip;
      
        Skills: Computer operation, Microsoft Excel, Microsoft Outlook, Computer literacy, Research",7d
Data Analyst,Centstone,"Santa Clara, CA",$97K - $142K (Glassdoor est.),"Provide analysis on supply trends, gaps, or risks, and suggets corrective actions. Ensure data accuracy and consistency across various reporting tools and…&hellip;
      
        Skills: Statistics, Supply chain, Process improvement, Google Cloud Platform, Tableau",30d+
BSA – Senior (Data Analyst),Huntington Bank,"Detroit, MI",$63K - $90K (Glassdoor est.),"Perform behavioral analysis on asset usage data, interpret its impact on performance metrics, and deliver tailored insights to both technical and non-technical…&hellip;
      
        Skills: Incident management, Business analysis, Tableau, Financial analysis, Databases",7d
AI Analytics Analyst,Panorama,"Orlando, FL",$66K - $96K (Glassdoor est.),"Work under channel analysts to answer complex, cross‑channel questions using AI‑assisted analysis. As GRO scales to new brands, distribution partners, and…&hellip;
      
        Skills: Hospitality, Power BI, Incident management, SQL, Analysis skills",11d
Data Analyst,CACI International,"Chantilly, VA",$87K - $182K (Employer provided),"Responsible for developing technical solutions that may require collaboration with internal expertise and deep analysis of the technical system.&hellip;
      
        Skills: Statistics, Power BI, Process improvement, DoD experience, Databases",21d
Research Database Analyst 1,University of Miami,"Coral Gables, FL",$59K - $82K (Glassdoor est.),"The incumbent also creates relevant reporting tools, such as dashboards and front-end reports using various platforms and research tools.&hellip;
      
        Skills: Statistics, Computer science, Microsoft Excel, Clinical research, Research",29d
"Analyst, eCommerce Testing, Retail & Outlet",Coach,"New York, NY",$100K - $115K (Employer provided),"The Analytics & Testing team supports the strategy, implementation, and optimization of Ecommerce analytics, A/B testing, personalization, and performance…&hellip;
      
        Skills: Statistics, Process improvement, Tableau, SQL, Analysis skills",5d
Supplier Services Analyst,IQVIA,"Wayne, NJ",$60K - $150K (Employer provided),"Experience with IQVIA data/products AND/OR, experience with business intelligence tools (E.g, Business Objects Web Intelligence (WEBI), required.&hellip;
      
        Skills: Microsoft PowerPoint, Business intelligence, Business analysis, Databases, Analysis skills",4d
Reporting Analyst,Wireless Vision,"Birmingham, MI",$55K - $76K (Glassdoor est.),"In this entry-level role, you will work with team members and users to triage requests, define requirements, design, develop and deploy high-quality reporting…&hellip;
      
        Skills: Data structures, SQL, Requirements analysis, User acceptance testing, Pivot tables",12d
Customer Data Platform Analyst,Stellantis,"Auburn Hills, MI",$70K - $115K (Glassdoor est.),"The selected candidate will work closely with business and technical teams, providing a blend of technical and functional expertise.&hellip;
      
        Skills: Data analysis skills, Data collection, Data visualization, AI",5d
Junior Data/Business Analyst-,Software Technology,"Raleigh, NC",$89K - $131K (Glassdoor est.),"Knowledge of technical operations and policy development associated with a laboratory information management system (LIMS).&hellip;
      
        Skills: Crystal Reports, SSRS, Tableau, SQL, Clinical laboratory experience",30d+
Business Analyst :: $35/hr. :: 7+ stakeholder & IIBA,Software Technology,"Harrisburg, PA",$35.00 Per Hour (Employer provided),"Experience working with users to develop and implement improved business processes. Determine and develop user requirements for systems in production, to ensure…&hellip;
      
        Skills: Statistics, Writing skills, Business analysis, Statistical analysis, Analysis skills",5d
Business Analyst :: Data Modeling,Software Technology,"Nashville, TN",$67K - $95K (Glassdoor est.),"An ability to integrate solutions across multiple functional and technical environments is required. Provide support for the installation, testing, data…&hellip;
      
        Skills: Requirements analysis, Relationship management, Interviewing, IT, Business requirements",30d+
Data Analyst II,Core & Main,"Saint Louis, MO",$69K - $92K (Glassdoor est.),"Constantly questions the status quo and searches for opportunities to improve processes</li><li>Participates in department and interdepartmental projects</li><…&hellip;
      
        Skills: Power BI, Alteryx, Process improvement, Research, Financial analysis",30d+
Information Technology Revenue Cycle Analyst,Cone Health,"Greensboro, NC",$52K - $93K (Glassdoor est.),"Conducts detailed analysis of revenue cycle processes, including billing, coding, and reimbursement, to identify areas for improvement and optimization.&hellip;
      
        Skills: Revenue cycle management, Financial analysis, SQL, Data management, Epic",30d+
Business Analyst AML,SonSoft,"Jersey City, NJ",$63K - $93K (Glassdoor est.),Bachelor’s degree or foreign equivalent required from an accredited institution. Must have exp in writing Use cases.&hellip;,30d+
Data Profiler/Analysis,SonSoft,"Baltimore, MD",$49K - $87K (Glassdoor est.),"Liaising with Functional team to gather Functional design, Technical design, and defining joins, mappings, queries, and sharing right information with…&hellip;
      
        Skills: SQL, Analysis skills, Time management",30d+
Data Quality Analyst,American Technology Consulting,"Indianapolis, IN",$65K - $101K (Glassdoor est.),"Develop and execute data validation and cleansing routines using SQL/T-SQL and other tools. A strong foundation in T-SQL is essential for managing large data…&hellip;
      
        Skills: Process improvement, Metadata, Root cause analysis, Requirements gathering, T-SQL",30d+
Business Data Analyst,American Technology Consulting,"Indianapolis, IN",$76K - $113K (Glassdoor est.),"Working knowledge of epidemiological methods, study design, and analysis needed with an understanding of both qualitative and quantitative data.&hellip;
      
        Skills: Statistics, Program management, Microsoft Excel, Data mining, SAS",30d+
Data Management Analyst,Intone Networks,"Malvern, PA",$63K - $94K (Glassdoor est.),"Data Management Analyst Charlotte, NC or Malvern, PA –…&hellip;
      
        Skills: Data management",30d+
Data Analyst,Intone Networks,Remote,,"Strong communication skills, including the ability to explain technical concepts to non technical users. Required Qualifications • Bachelor’s degree in Data…&hellip;
      
        Skills: Computer science, EDI, HIPAA, Scripting, Root cause analysis",30d+
Business Analyst,Intone Networks,"Merrimack, NH",$65K - $91K (Glassdoor est.),"The position is embedded within an agile team and involves contributing to all stages of the digital product lifecycle, including identifying opportunities…&hellip;
      
        Skills: Business analysis, Tableau, SQL, Requirements analysis, Data analytics",4d
Data Analyst,Intone Networks,"Malvern, PA",$63K - $98K (Glassdoor est.),Title - Data Analyst Location- Malvern- PA Duration - 6+ months Hybrid onsite…&hellip;,25d
Epic Willow Inventory Analyst,Intone Networks,California,,"Job Title: Epic Willow Inventory Analyst Location: Hybrid (with some travel to Southern California).&hellip;
      
        Skills: Epic",25d
Business Analyst -- Entry Level,CGI,"Dallas, TX",$51K - $92K (Employer provided),"Passion for continuously learning new technologies and developing own knowledge and expertise. Provide quality client support by answering questions and…&hellip;
      
        Skills: Jira, Power BI, Waterfall, Microsoft Office, Tableau",30d+
Junior CRO Analyst,schuh,"Livingston, Scotland",,"Development and progression opportunities across store and Head Office. Manage, save and access your wages as you earn them to get paid your way.&hellip;
      
        Skills: Communication skills",14d
Technical Business Analyst,Butterfly Data,Remote,FCFA 40K - FCFA 55K (Employer provided),"Develop a strong understanding of the business context and processes impacting a digital product or service, selecting best-practice approaches to drive value…&hellip;
      
        Skills: Power BI, SAFe, Azure, SAS, Business analysis",21d
Data Analyst,Troo (United Kingdom),United Kingdom,£30K - £35K (Employer provided),"Working with CRM and sales data (HubSpot), alongside wider operational and energy market datasets. Hybrid working (3 days in office, Sunderland HQ).&hellip;
      
        Skills: CRM software, Power BI, Microsoft Excel, Azure, Salesforce",4d
Data Governance Analyst- 21 hour contract,Barclays,"Glasgow, Scotland",£38K - £56K (Glassdoor est.),"Join us as a Data Governance Analyst - 21 hour contract- Working in Chief Data Analytics Office of UK Corporate Bank and Global Transaction Banking - you will…&hellip;
      
        Skills: IT, Metadata, Banking",24h
Junior IT Support Engineer & Data Analyst,Premier Components Ltd,"Stratford-upon-Avon, England",£30K - £40K (Employer provided),"Support social media management tasks where required. Knowledge of Microsoft Windows Server administration. Assist with local network cabling and testing.&hellip;
      
        Skills: Microsoft Windows Server, Adobe Photoshop, Microsoft Excel, CSS, IIS",21d
Junior Data Analyst,Qualient Solutions,"London, England",£36K - £68K (Glassdoor est.),"Knowledge of digital analytics solutions (ie Adobe Analytics or Google Analytics) and other traditional analytics solutions.&hellip;
      
        Skills: Data analysis skills, Google Analytics",30d+
Data Analyst,MWH Treatment,"Stepps, Scotland",£29K - £34K (Glassdoor est.),"You will report directly to the Head of Strategy and PMO, and the role purpose is to develop, implement, manage, continually review and refine ESD’s information…&hellip;",30d+
BI Analyst,Valda Energy,"Bicester, England",£30K - £35K (Employer provided),"Strong skills in working with data, Excel, and at least one query/programming language (e.g. SQL, Python). Knowledge of data visualisation tools such as Power…&hellip;
      
        Skills: Power BI, Microsoft Excel, Business intelligence, Spark, Tableau",14d
Data Migration Analyst,Complii FinTech Solutions,Remote,FCFA 40K - FCFA 50K (Employer provided),"Leading and executing data migration activities for newly acquired businesses, ensuring accuracy and completeness across all datasets.&hellip;
      
        Skills: Microsoft Excel, Data structures",6d
Junior Reporting Analyst,CONTEXTworld,Remote,,"Operational Support: Investigate data issues, inquiries, and resolve recurring production bottlenecks in collaboration with the Development team, provide data…&hellip;
      
        Skills: Microsoft Excel, Data analysis skills, English, SQL, Pivot tables",30d+
Data Analyst,Change Grow Live,"Brighton, England",£32K - £34K (Employer provided),"The new post holder will hold responsibility for overseeing the efficient collection and analysis of data for all services within the treatment system.&hellip;
      
        Skills: Team management, IT",4d
Junior Data Analyst / Scientist,Union Advertising,"Edinburgh, Scotland",£36K - £52K (Glassdoor est.),"Work closely with strategy and planning, insight, digital marketing and account teams to understand requirements and deliver insights that inform strategy.&hellip;
      
        Skills: Power BI, Microsoft Excel, SAS, Microsoft Office, Tableau",18d
Data Analyst,Tabeo,"London, England",£36K - £59K (Glassdoor est.),"Fully equipped home-office setup. Patient access is moving beyond opening hours. This role is well suited to someone who thrives in a fast-paced environment,…&hellip;
      
        Skills: Microsoft Excel, R, Data analysis skills, Git, SQL",14d
Data Analyst / BI Developer - Tableau + SQL,Fractal,"London, England",£56K - £72K (Glassdoor est.),"You will lead stakeholder management eliciting requirements, refining designs, and driving adoption while producing clear, precise, and engaging visualizations…&hellip;
      
        Skills: Data analysis skills, Tableau, SQL, AWS, Analysis skills",30d+
Data Analyst,Patrianna,Gibraltar,£36K - £54K (Glassdoor est.),"Stakeholder Engagement: Present insights, strategies, and updates to senior leadership, fostering alignment and driving informed decision-making.&hellip;
      
        Skills: Power BI, Tableau, SQL, Analysis skills, Predictive analytics",30d+
Analyst (Data),University of Nottingham,"Nottingham, England",£36K - £47K (Employer provided),"You will have access to a range of benefits and rewards, including fitness and health facilities, staff discounts, travel schemes and many more.&hellip;
      
        Skills: Alteryx, Tableau",25d
Data Analyst,North Yorkshire Council,"York, England",£44K - £48K (Employer provided),"Strong communication capabilities, both written and verbal, and ability to convey complex data in an easily accessible manner to non-technical stakeholders.&hellip;
      
        Skills: Quality assurance, Communication skills",29d
Intelligence and Data Analyst Development Programme Registration Of Interest,Mi5,"London, England",£40K - £44K (Employer provided),"Move into your first posting in an analysis delivery team lasting for two to two-and-a-half-years, refining investigative requirements, working with complex…&hellip;
      
        Skills: Analysis skills",7d
Data Analyst,FDM Group,"Edinburgh, Scotland",£30K - £42K (Glassdoor est.),"Support data migration activities, including profiling, quality assessment, reconciliation and validation. Understanding of data governance, data modelling or…&hellip;
      
        Skills: Power BI, Data modelling, Microsoft Excel, Data analysis skills, Tableau",21d
Fraud Technical Data Analyst,Barclays,"Northampton, England",£42K - £56K (Glassdoor est.),"This technical role blends evaluative depth with strategic insight, enabling collaboration across fraud, data technology, and business teams to protect…&hellip;
      
        Skills: Power BI, SAS, Spark, Tableau, SQL",30d+
Business Analyst,PayItMonthly Ltd,"Cheltenham, England",£35K - £42K (Employer provided),"Understands end-to-end business processes and can identify opportunities for optimisation, especially in partner onboarding and sales journeys.&hellip;
      
        Skills: Power BI, Waterfall, Business analysis, Tableau, Performance management",24d
Data Analyst,Respect Services,"London, England",£50K - £65K (Employer provided),"The role will involve data analysis of processes and data flows, modelling of new data flows, data integration and enrichment, management of complex data…&hellip;
      
        Skills: Microsoft Excel, Data analysis skills, SQL, Maths, Scripting",30d+
Data Analyst,MAERSK,"Doncaster, England",£24K - £27K (Glassdoor est.),"To communicate with employees and other managers in an effective and respectful manner. We are looking to recruit a Data Analyst to drive and deliver customer…&hellip;
      
        Skills: Power BI, Microsoft Excel, Data analysis skills, Logistics, Warehouse management system",26d
Data Analyst,Trainline,"London, England",£50K - £60K (Employer provided),"You will drive insight into customer behaviour, business outcomes and industry changes to ensure new ticketing models deliver value for customers, operators and…&hellip;
      
        Skills: Power BI, Tableau, SQL, Presentation skills, Organisational skills",29d
Asset Data Analyst,Brunelcare,"Bristol, England",£34K - £37K (Employer provided),"Working closely with teams across the organisation to make sure our homes reflect their true condition, attributes, and lifecycle, enabling better outcomes for…&hellip;
      
        Skills: Analysis skills",6d
Data Analyst,Mitie,"Rosyth, Scotland",£24K - £32K (Glassdoor est.),"Complete general administration duties including filing, photocopying, scanning, and managing incoming/outgoing post, ensuring timely response to emails and…&hellip;
      
        Skills: Power BI, Microsoft Excel, Big data, Communication skills",19d
Data Analyst,SLR Consulting,"London, England",£37K - £48K (Glassdoor est.),"Alongside 25 day’s annual leave, with additional flexible bank holidays, we offer flexible, agile and hybrid working which enables staff to tailor hours worked…&hellip;
      
        Skills: Power BI, Relational databases, SQL, Project management, Quantitative analysis",30d+
Data Analyst,Apex Group,"London, England",£51K - £70K (Glassdoor est.),"2–5 years of hands-on experience with SQL, including query writing, optimization, and reporting; The successful candidate will work closely with the Client…&hellip;
      
        Skills: English, SQL",30d+
Data Analyst Apprentice,QA,"Newcastle upon Tyne, England",£25K (Employer provided),"Level 3 qualification (apprenticeship/A-levels/BTEC, etc). Peppy Health App: Through our partnership with Peppy, employees have access to personalized, expert-…&hellip;
      
        Skills: Power BI, Microsoft Excel, Azure, DevOps, C#",18d
Quant Research Analyst,Revolut,Remote,,"4+ years of experience in quantitative investment research in equity or fixed income, with a proven ability to evaluate and generalise across industries and…&hellip;",30d+
Data Analyst,Queen's University,Kingston,CA$45K - CA$48K (Glassdoor est.),"Actively participate in project team meetings and develop individual and unit project plans. In addition, requires trade certification, qualification, or on-…&hellip;
      
        Skills: Metadata",5d
Data Analyst,Hive.co,Toronto,CA$80K - CA$110K (Employer provided),"Collaborating with our Data Engineer to ingest data and develop the models & analysis required to answer the business’ highest priority questions.&hellip;
      
        Skills: Data modeling, Apache Hive, SQL, Analysis skills, Data visualization",30d+
DEVELOPER / DATA ANALYST,AXIS Integrated,Mississauga,CA$55K - CA$88K (Glassdoor est.),"A minimum of 1-2 years work experience in data processing and/or database development. College or University degree in Computer Science / Mathematics or a…&hellip;
      
        Skills: Microsoft Word, Microsoft Excel, Microsoft Access, Visual Basic, Database development",30d+
Data Systems Analyst,Aecon,Oshawa,CA$65K - CA$75K (Employer provided),"This role combines data analytics, reporting development, systems coordination, workflow automation, and stakeholder support to enable effective project…&hellip;
      
        Skills: Power BI, Microsoft Excel, Usability",21d
Data Analyst I,British Columbia College of Nurses and Midwives,Vancouver,CA$86K - CA$89K (Employer provided),"The British Columbia College of Nurses & Midwives (“BCCNM”) is the college empowered under the Health Professions Act to regulate the practice of all licensed…&hellip;
      
        Skills: Power BI, Data modeling, Microsoft Excel, Azure, Relational databases",30d+
Analyst - AI & Data Transformation,Deloitte,Toronto,CA$50K - CA$90K (Employer provided),"An undergraduate and/or master’s degree from an accredited institution. Supporting the development of Proofs of Concept, governance models, and roadmaps to turn…&hellip;
      
        Skills: Microsoft Powerpoint, Microsoft Excel, Recruiting, Organizational skills, Data visualization",30d+
Data Analyst,Stanley Black & Decker,Mississauga,CA$60K - CA$70K (Employer provided),"Education: Bachelor’s degree in Data Science, Statistics, Computer Science, Mathematics, Business Analytics, Information Systems, or a related field.&hellip;
      
        Skills: Power BI, Microsoft Excel, Business intelligence, Alteryx, Data analysis skills",30d+
